date,data_or_inferred,incarcerated_total,incarcerated_white,incarcerated_black,incarcerated_hispanic,incarcerated_amerind,incarcerated_asian,incarcerated_other,incarcerated_unknown,incarcerated_nonwhite,state,url
2019-05-01,raw data,20091.0,9265,3526.0,6361.0,738.0,255.0,,,10826.0,Colorado,https://cdoc.colorado.gov/about/data-and-reports/statistics
2019-06-01,raw data,19969.0,9195,3520.0,6331.0,730.0,253.0,,,10774.0,Colorado,https://cdoc.colorado.gov/about/data-and-reports/statistics
2019-07-01,raw data,19951.0,9063,3447.0,6287.0,743.0,252.0,,,10888.0,Colorado,https://cdoc.colorado.gov/about/data-and-reports/statistics
2019-08-01,raw data,19912.0,9045,3442.0,6269.0,742.0,251.0,,,10867.0,Colorado,https://cdoc.colorado.gov/about/data-and-reports/statistics
2019-09-01,raw data,19862.0,9020,3439.0,6261.0,735.0,246.0,,,10842.0,Colorado,https://cdoc.colorado.gov/about/data-and-reports/statistics
2019-10-01,raw data,19748.0,8935,3430.0,6242.0,728.0,248.0,,,10813.0,Colorado,https://cdoc.colorado.gov/about/data-and-reports/statistics
2019-11-01,raw data,19690.0,8890,3448.0,6218.0,713.0,248.0,,,10800.0,Colorado,https://cdoc.colorado.gov/about/data-and-reports/statistics
2019-12-01,raw data,19738.0,8926,3452.0,6215.0,725.0,245.0,,,10812.0,Colorado,https://cdoc.colorado.gov/about/data-and-reports/statistics
2020-01-01,raw data,19714.0,8944,3435.0,6184.0,749.0,247.0,,,10770.0,Colorado,https://cdoc.colorado.gov/about/data-and-reports/statistics
2020-02-01,raw data,19668.0,8921,3432.0,6141.0,749.0,247.0,,,10747.0,Colorado,https://cdoc.colorado.gov/about/data-and-reports/statistics
2020-03-01,raw data,19586.0,8891,3419.0,6091.0,751.0,253.0,,,10695.0,Colorado,https://cdoc.colorado.gov/about/data-and-reports/statistics
2020-04-01,raw data,19357.0,8795,3379.0,6007.0,741.0,247.0,,,10562.0,Colorado,https://cdoc.colorado.gov/about/data-and-reports/statistics
2020-05-01,raw data,18419.0,8347,3266.0,5689.0,693.0,233.0,,,10072.0,Colorado,https://cdoc.colorado.gov/about/data-and-reports/statistics
2020-06-01,raw data,17808.0,8025,3168.0,5518.0,661.0,236.0,,,9783.0,Colorado,https://cdoc.colorado.gov/about/data-and-reports/statistics
2020-07-01,raw data,17258.0,7944,3099.0,5347.0,644.0,224.0,,,9314.0,Colorado,https://cdoc.colorado.gov/about/data-and-reports/statistics
2020-08-01,raw data,17157.0,7800,3055.0,5264.0,623.0,221.0,,,9357.0,Colorado,https://cdoc.colorado.gov/about/data-and-reports/statistics
2020-09-01,raw data,16908.0,7666,3013.0,5222.0,605.0,213.0,,,9242.0,Colorado,https://cdoc.colorado.gov/about/data-and-reports/statistics
2020-10-01,raw data,16673.0,7534,2975.0,5159.0,600.0,207.0,,,9139.0,Colorado,https://cdoc.colorado.gov/about/data-and-reports/statistics
2020-11-01,raw data,16527.0,7467,2975.0,5087.0,602.0,205.0,,,9060.0,Colorado,https://cdoc.colorado.gov/about/data-and-reports/statistics
2020-12-01,raw data,16365.0,7377,2959.0,5040.0,589.0,203.0,,,8988.0,Colorado,https://cdoc.colorado.gov/about/data-and-reports/statistics
2021-01-01,raw data,16168.0,7363,3016.0,4994.0,574.0,213.0,,,8805.0,Colorado,https://cdoc.colorado.gov/about/data-and-reports/statistics
2021-02-01,raw data,15993.0,7323,3000.0,4952.0,578.0,213.0,,,8670.0,Colorado,https://cdoc.colorado.gov/about/data-and-reports/statistics
2021-03-01,raw data,15828.0,7237,2964.0,4916.0,576.0,210.0,,,8591.0,Colorado,https://cdoc.colorado.gov/about/data-and-reports/statistics
2021-04-01,raw data,15670.0,7174,2948.0,4845.0,562.0,205.0,,,8496.0,Colorado,https://cdoc.colorado.gov/about/data-and-reports/statistics
2021-05-01,raw data,15490.0,7076,2920.0,4778.0,564.0,202.0,,,8414.0,Colorado,https://cdoc.colorado.gov/about/data-and-reports/statistics
2021-06-01,raw data,15481.0,7107,2916.0,4746.0,559.0,197.0,,,8374.0,Colorado,https://cdoc.colorado.gov/about/data-and-reports/statistics
2021-07-01,raw data,15434.0,6672,2785.0,4742.0,551.0,180.0,,,8762.0,Colorado,https://cdoc.colorado.gov/about/data-and-reports/statistics
2021-08-01,raw data,15462.0,6691,2792.0,4742.0,556.0,183.0,,,8771.0,Colorado,https://cdoc.colorado.gov/about/data-and-reports/statistics
2021-09-01,raw data,15513.0,6749,2786.0,4751.0,541.0,188.0,,,8764.0,Colorado,https://cdoc.colorado.gov/about/data-and-reports/statistics
2021-10-01,raw data,15446.0,6732,2772.0,4717.0,545.0,187.0,,,8714.0,Colorado,https://cdoc.colorado.gov/about/data-and-reports/statistics
2021-11-01,raw data,15617.0,6803,2806.0,4761.0,571.0,186.0,,,8814.0,Colorado,https://cdoc.colorado.gov/about/data-and-reports/statistics
2021-12-01,raw data,15675.0,6869,2804.0,4760.0,563.0,184.0,,,8806.0,Colorado,https://cdoc.colorado.gov/about/data-and-reports/statistics
2022-01-01,raw data,15642.0,6447,2705.0,4679.0,543.0,181.0,,,9195.0,Colorado,https://cdoc.colorado.gov/about/data-and-reports/statistics
2022-02-01,raw data,15725.0,6480,2704.0,4721.0,554.0,182.0,,,9245.0,Colorado,https://cdoc.colorado.gov/about/data-and-reports/statistics
2022-03-01,raw data,15792.0,6524,2712.0,4721.0,565.0,183.0,,,9268.0,Colorado,https://cdoc.colorado.gov/about/data-and-reports/statistics
2022-04-01,raw data,15934.0,6604,2725.0,4752.0,572.0,187.0,,,9330.0,Colorado,https://cdoc.colorado.gov/about/data-and-reports/statistics
2022-05-01,raw data,16095.0,6693,2740.0,4801.0,571.0,188.0,,,9402.0,Colorado,https://cdoc.colorado.gov/about/data-and-reports/statistics
2022-06-01,raw data,16271.0,6799,2741.0,4876.0,571.0,188.0,,,9472.0,Colorado,https://cdoc.colorado.gov/about/data-and-reports/statistics
2022-07-01,raw data,16361.0,6878,2749.0,4887.0,570.0,185.0,,,9483.0,Colorado,https://cdoc.colorado.gov/about/data-and-reports/statistics
2022-08-01,raw data,16539.0,6986,2772.0,4921.0,586.0,185.0,,,9553.0,Colorado,https://cdoc.colorado.gov/about/data-and-reports/statistics
2022-09-01,raw data,16692.0,7042,2785.0,4982.0,582.0,185.0,,,9650.0,Colorado,https://cdoc.colorado.gov/about/data-and-reports/statistics
2010-01-01,raw data,18053.0,5507,7674.0,4765.0,37.0,70.0,,,12546.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2010-02-01,raw data,18383.0,5730,7695.0,4848.0,38.0,72.0,,,12653.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2010-03-01,raw data,18330.0,5715,7685.0,4819.0,37.0,74.0,,,12615.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2010-04-01,raw data,18331.0,5699,7690.0,4826.0,40.0,76.0,,,12632.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2010-05-01,raw data,18259.0,5647,7689.0,4806.0,40.0,77.0,,,12612.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2010-06-01,raw data,18364.0,5660,7763.0,4821.0,38.0,82.0,,,12704.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2010-07-01,raw data,18431.0,5689,7842.0,4780.0,40.0,80.0,,,12742.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2010-08-01,raw data,18490.0,5697,7799.0,4870.0,39.0,85.0,,,12793.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2010-09-01,raw data,18593.0,5714,7857.0,4899.0,39.0,84.0,,,12879.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2010-10-01,raw data,18481.0,5700,7774.0,4886.0,38.0,83.0,,,12781.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2010-11-01,raw data,18320.0,5646,7706.0,4851.0,38.0,79.0,,,12674.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2010-12-01,raw data,18172.0,5610,7613.0,4832.0,35.0,82.0,,,12562.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2011-01-01,raw data,17746.0,5431,7474.0,4729.0,32.0,80.0,,,12315.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2011-02-01,raw data,17915.0,5561,7482.0,4765.0,33.0,74.0,,,12354.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2011-03-01,raw data,17739.0,5548,7369.0,4705.0,35.0,82.0,,,12191.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2011-04-01,raw data,17655.0,5581,7330.0,4631.0,37.0,76.0,,,12074.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2011-05-01,raw data,17486.0,5526,7296.0,4552.0,34.0,78.0,,,11960.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2011-06-01,raw data,17555.0,5591,7310.0,4543.0,36.0,75.0,,,11964.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2011-07-01,raw data,17631.0,5637,7355.0,4524.0,38.0,77.0,,,11994.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2011-08-01,raw data,17648.0,5657,7299.0,4582.0,40.0,70.0,,,11991.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2011-09-01,raw data,17739.0,5647,7322.0,4663.0,40.0,67.0,,,12092.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2011-10-01,raw data,17762.0,5674,7358.0,4622.0,41.0,67.0,,,12088.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2011-11-01,raw data,17774.0,5664,7394.0,4608.0,43.0,65.0,,,12110.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2011-12-01,raw data,17459.0,5546,7278.0,4523.0,41.0,71.0,,,11913.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2012-01-01,raw data,17022.0,5416,7078.0,4419.0,38.0,71.0,,,11606.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2012-02-01,raw data,17262.0,5579,7099.0,4473.0,39.0,72.0,,,11683.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2012-03-01,raw data,17169.0,5580,7054.0,4429.0,33.0,73.0,,,11589.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2012-04-01,raw data,16986.0,5464,7018.0,4394.0,33.0,77.0,,,11522.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2012-05-01,raw data,16858.0,5399,6977.0,4374.0,36.0,72.0,,,11459.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2012-06-01,raw data,16718.0,5388,6904.0,4322.0,31.0,73.0,,,11330.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2012-07-01,raw data,16591.0,5298,6886.0,4299.0,30.0,78.0,,,11293.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2012-08-01,raw data,16660.0,5325,6921.0,4317.0,29.0,68.0,,,11335.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2012-09-01,raw data,16646.0,5381,6847.0,4323.0,26.0,69.0,,,11265.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2012-10-01,raw data,16741.0,5381,6904.0,4356.0,27.0,73.0,,,11360.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2012-11-01,raw data,16826.0,5381,6921.0,4418.0,30.0,76.0,,,11445.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2012-12-01,raw data,16563.0,5259,6779.0,4420.0,29.0,76.0,,,11304.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2013-01-01,raw data,16347.0,5176,6738.0,4326.0,31.0,76.0,,,11171.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2013-02-01,raw data,16757.0,5397,6888.0,4364.0,32.0,76.0,,,11360.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2013-03-01,raw data,16641.0,5402,6789.0,4350.0,32.0,68.0,,,11239.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2013-04-01,raw data,16580.0,5399,6785.0,4289.0,30.0,77.0,,,11181.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2013-05-01,raw data,16728.0,5441,6793.0,4385.0,28.0,81.0,,,11287.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2013-06-01,raw data,16869.0,5458,6881.0,4417.0,28.0,85.0,,,11411.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2013-07-01,raw data,16988.0,5475,6956.0,4450.0,29.0,78.0,,,11513.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2013-08-01,raw data,17142.0,5496,7038.0,4500.0,30.0,78.0,,,11646.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2013-09-01,raw data,17065.0,5462,7032.0,4459.0,28.0,84.0,,,11603.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2013-10-01,raw data,17204.0,5444,7135.0,4510.0,28.0,87.0,,,11760.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2013-11-01,raw data,17103.0,5359,7145.0,4483.0,34.0,82.0,,,11744.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2013-12-01,raw data,16786.0,5298,6976.0,4396.0,33.0,83.0,,,11488.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2014-01-01,raw data,16594.0,5207,6934.0,4336.0,33.0,84.0,,,11387.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2014-02-01,raw data,16839.0,5351,6974.0,4393.0,38.0,83.0,,,11488.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2014-03-01,raw data,16626.0,5285,6903.0,4318.0,37.0,83.0,,,11341.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2014-04-01,raw data,16568.0,5364,6815.0,4275.0,36.0,78.0,,,11204.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2014-05-01,raw data,16541.0,5374,6826.0,4223.0,36.0,82.0,,,11167.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2014-06-01,raw data,16528.0,5391,6847.0,4180.0,37.0,73.0,,,11137.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2014-07-01,raw data,16551.0,5447,6804.0,4193.0,34.0,73.0,,,11104.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2014-08-01,raw data,16569.0,5459,6808.0,4193.0,37.0,72.0,,,11110.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2014-09-01,raw data,16577.0,5511,6769.0,4184.0,38.0,75.0,,,11066.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2014-10-01,raw data,16610.0,5520,6831.0,4151.0,39.0,69.0,,,11090.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2014-11-01,raw data,16605.0,5531,6817.0,4143.0,41.0,73.0,,,11074.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2014-12-01,raw data,16436.0,5478,6752.0,4094.0,40.0,72.0,,,10958.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2015-01-01,raw data,16167.0,5396,6634.0,4021.0,42.0,74.0,,,10771.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2015-02-01,raw data,16302.0,5485,6666.0,4028.0,46.0,77.0,,,10817.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2015-03-01,raw data,16158.0,5437,6611.0,3994.0,42.0,74.0,,,10721.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2015-04-01,raw data,16198.0,5569,6566.0,3951.0,39.0,73.0,,,10629.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2015-05-01,raw data,16122.0,5535,6561.0,3910.0,37.0,79.0,,,10587.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2015-06-01,raw data,16165.0,5447,6621.0,3976.0,41.0,80.0,,,10718.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2015-07-01,raw data,16025.0,5363,6578.0,3961.0,41.0,82.0,,,10662.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2015-08-01,raw data,16156.0,5425,6622.0,3983.0,39.0,87.0,,,10731.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2015-09-01,raw data,16168.0,5389,6638.0,4019.0,39.0,83.0,,,10779.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2015-10-01,raw data,16099.0,5339,6631.0,4007.0,44.0,78.0,,,10760.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2015-11-01,raw data,16028.0,5297,6601.0,4005.0,43.0,82.0,,,10731.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2015-12-01,raw data,15982.0,5284,6580.0,3995.0,42.0,81.0,,,10698.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2016-01-01,raw data,15500.0,5092,6380.0,3900.0,44.0,84.0,,,10408.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2016-02-01,raw data,15813.0,5244,6472.0,3958.0,49.0,90.0,,,10569.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2016-03-01,raw data,15691.0,5203,6403.0,3944.0,48.0,93.0,,,10488.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2016-04-01,raw data,15527.0,5119,6346.0,3934.0,43.0,85.0,,,10408.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2016-05-01,raw data,15411.0,5083,6316.0,3889.0,38.0,85.0,,,10328.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2016-06-01,raw data,15322.0,5033,6289.0,3879.0,44.0,77.0,,,10289.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2016-07-01,raw data,15342.0,5004,6292.0,3921.0,47.0,78.0,,,10338.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2016-08-01,raw data,15161.0,4926,6232.0,3877.0,50.0,76.0,,,10235.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2016-09-01,raw data,15023.0,4877,6148.0,3883.0,46.0,69.0,,,10146.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2016-10-01,raw data,15010.0,4850,6149.0,3903.0,42.0,66.0,,,10160.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2016-11-01,raw data,15068.0,4898,6150.0,3915.0,38.0,67.0,,,10170.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2016-12-01,raw data,14814.0,4785,6084.0,3840.0,36.0,69.0,,,10029.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2017-01-01,raw data,14532.0,4654,6022.0,3752.0,34.0,70.0,,,9878.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2017-02-01,raw data,14790.0,4753,6075.0,3856.0,36.0,70.0,,,10037.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2017-03-01,raw data,14679.0,4725,6020.0,3829.0,35.0,70.0,,,9954.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2017-04-01,raw data,14523.0,4641,5985.0,3793.0,33.0,71.0,,,9882.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2017-05-01,raw data,14502.0,4671,5949.0,3782.0,34.0,66.0,,,9831.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2017-06-01,raw data,14429.0,4660,5863.0,3799.0,33.0,74.0,,,9769.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2017-07-01,raw data,14335.0,4628,5832.0,3779.0,35.0,61.0,,,9707.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2017-08-01,raw data,14204.0,4518,5807.0,3786.0,35.0,58.0,,,9686.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2017-09-01,raw data,14176.0,4503,5811.0,3757.0,41.0,64.0,,,9673.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2017-10-01,raw data,14110.0,4511,5793.0,3702.0,39.0,65.0,,,9599.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2017-11-01,raw data,14088.0,4492,5771.0,3713.0,43.0,69.0,,,9596.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2017-12-01,raw data,13941.0,4390,5728.0,3711.0,43.0,69.0,,,9551.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2018-01-01,raw data,13649.0,4298,5631.0,3611.0,46.0,63.0,,,9351.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2018-02-01,raw data,13817.0,4390,5671.0,3647.0,43.0,66.0,,,9427.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2018-03-01,raw data,13751.0,4376,5639.0,3628.0,40.0,68.0,,,9375.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2018-04-01,raw data,13656.0,4343,5606.0,3591.0,40.0,76.0,,,9313.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2018-05-01,raw data,13514.0,4271,5551.0,3583.0,44.0,65.0,,,9243.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2018-06-01,raw data,13418.0,4229,5560.0,3527.0,41.0,61.0,,,9189.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2018-07-01,raw data,13371.0,4222,5536.0,3504.0,42.0,67.0,,,9149.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2018-08-01,raw data,13444.0,4202,5601.0,3535.0,46.0,60.0,,,9242.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2018-09-01,raw data,13410.0,4173,5623.0,3513.0,42.0,59.0,,,9237.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2018-10-01,raw data,13472.0,4175,5640.0,3556.0,40.0,61.0,,,9297.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2018-11-01,raw data,13434.0,4121,5655.0,3552.0,42.0,64.0,,,9313.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2018-12-01,raw data,13396.0,4104,5659.0,3530.0,39.0,64.0,,,9292.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2019-01-01,raw data,13228.0,4016,5629.0,3473.0,44.0,66.0,,,9212.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2019-02-01,raw data,13445.0,4104,5746.0,3483.0,44.0,68.0,,,9341.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2019-03-01,raw data,13348.0,4075,5691.0,3467.0,42.0,73.0,,,9273.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2019-04-01,raw data,13220.0,3965,5679.0,3460.0,45.0,71.0,,,9255.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2019-05-01,raw data,13037.0,3877,5601.0,3441.0,43.0,75.0,,,9160.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2019-06-01,raw data,13002.0,3888,5579.0,3417.0,43.0,75.0,,,9114.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2019-07-01,raw data,13107.0,3939,5590.0,3458.0,42.0,78.0,,,9168.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2019-08-01,raw data,13035.0,3924,5569.0,3418.0,41.0,83.0,,,9111.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2019-09-01,raw data,12942.0,3834,5542.0,3447.0,38.0,81.0,,,9108.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2019-10-01,raw data,12936.0,3846,5517.0,3461.0,40.0,72.0,,,9090.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2019-11-01,raw data,12793.0,3817,5439.0,3426.0,41.0,70.0,,,8976.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2019-12-01,raw data,12530.0,3738,5350.0,3332.0,42.0,68.0,,,8792.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2020-01-01,raw data,12285.0,3628,5270.0,3274.0,40.0,73.0,,,8657.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2020-02-01,raw data,12386.0,3670,5328.0,3285.0,41.0,62.0,,,8716.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2020-03-01,raw data,12411.0,3653,5349.0,3307.0,41.0,61.0,,,8758.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2020-04-01,raw data,11854.0,3427,5153.0,3172.0,40.0,62.0,,,8427.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2020-05-01,raw data,10974.0,3121,4798.0,2964.0,36.0,55.0,,,7853.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2020-06-01,raw data,10445.0,2946,4590.0,2828.0,31.0,50.0,,,7499.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2020-07-01,raw data,9946.0,2787,4395.0,2686.0,30.0,48.0,,,7159.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2020-08-01,raw data,9648.0,2700,4259.0,2612.0,28.0,49.0,,,6948.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2020-09-01,raw data,9548.0,2649,4237.0,2582.0,30.0,50.0,,,6899.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2020-10-01,raw data,9381.0,2572,4173.0,2556.0,32.0,48.0,,,6809.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2020-11-01,raw data,9353.0,2572,4161.0,2543.0,28.0,49.0,,,6781.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2020-12-01,raw data,9240.0,2527,4101.0,2537.0,27.0,48.0,,,6713.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2021-01-01,raw data,9097.0,2475,4042.0,2510.0,26.0,44.0,,,6622.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2021-02-01,raw data,9059.0,2449,4026.0,2508.0,26.0,50.0,,,6610.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2021-03-01,raw data,9050.0,2453,4016.0,2507.0,25.0,49.0,,,6597.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2021-04-01,raw data,8966.0,2453,3962.0,2476.0,27.0,48.0,,,6513.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2021-05-01,raw data,8948.0,2450,3965.0,2461.0,25.0,47.0,,,6498.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
2021-06-01,raw data,8960.0,2483,3958.0,2442.0,28.0,49.0,,,6477.0,Connecticut,https://portal.ct.gov/DOC/Report/Monthly-Statistics
