date,admissions_total,admissions_white,admissions_black,admissions_hispanic,admissions_amerind,admissions_asian,admissions_other,releases_total,releases_white,releases_black,releases_hispanic,releases_amerind,releases_asian,releases_other,state
2021-02-01,344,204,57,55.0,14.0,11.0,3.0,488,290,82,73.0,27.0,12.0,4.0,Washington
2021-03-01,404,234,55,78.0,22.0,14.0,1.0,600,348,82,107.0,39.0,22.0,2.0,Washington
2021-04-01,402,212,65,76.0,32.0,14.0,3.0,630,381,102,85.0,37.0,22.0,3.0,Washington
2021-05-01,423,257,52,70.0,19.0,23.0,2.0,555,341,80,77.0,39.0,16.0,2.0,Washington
2021-06-01,345,196,64,55.0,15.0,9.0,6.0,632,374,115,80.0,42.0,19.0,2.0,Washington
2021-07-01,397,232,50,80.0,23.0,10.0,2.0,569,321,100,87.0,36.0,22.0,3.0,Washington
2021-08-01,407,237,53,81.0,25.0,11.0,0.0,506,284,93,72.0,38.0,17.0,2.0,Washington
2021-09-01,368,211,61,65.0,24.0,6.0,1.0,486,282,67,76.0,33.0,26.0,2.0,Washington
2021-10-01,290,163,46,43.0,21.0,14.0,3.0,420,248,65,63.0,25.0,19.0,0.0,Washington
2021-11-01,479,264,85,85.0,27.0,16.0,2.0,451,256,75,68.0,34.0,17.0,1.0,Washington
2021-12-01,352,197,57,69.0,18.0,9.0,2.0,463,262,54,89.0,40.0,16.0,2.0,Washington
2022-01-01,243,149,33,36.0,18.0,6.0,1.0,381,217,53,68.0,22.0,19.0,2.0,Washington
2022-02-01,369,209,58,70.0,14.0,9.0,9.0,381,216,62,69.0,20.0,12.0,2.0,Washington
2022-03-01,523,301,77,104.0,27.0,10.0,4.0,451,257,64,76.0,26.0,26.0,2.0,Washington
2022-04-01,462,270,69,65.0,33.0,23.0,2.0,474,273,82,82.0,18.0,14.0,5.0,Washington
2022-05-01,447,271,58,73.0,26.0,16.0,3.0,454,240,78,88.0,26.0,16.0,6.0,Washington
2022-06-01,421,248,56,67.0,30.0,19.0,1.0,395,230,66,66.0,15.0,16.0,2.0,Washington
2022-07-01,399,222,64,60.0,30.0,18.0,5.0,436,250,66,73.0,23.0,19.0,5.0,Washington
2022-08-01,406,231,55,76.0,27.0,12.0,5.0,328,185,59,52.0,16.0,13.0,3.0,Washington
2000-01-01,696,331,334,0.0,26.0,4.0,0.0,693,302,362,0.0,23.0,3.0,1.0,Wisconsin
2000-02-01,696,331,334,0.0,26.0,4.0,0.0,693,302,362,0.0,23.0,3.0,1.0,Wisconsin
2000-03-01,696,331,334,0.0,26.0,4.0,0.0,693,302,362,0.0,23.0,3.0,1.0,Wisconsin
2000-04-01,696,331,334,0.0,26.0,4.0,0.0,693,302,362,0.0,23.0,3.0,1.0,Wisconsin
2000-05-01,696,331,334,0.0,26.0,4.0,0.0,693,302,362,0.0,23.0,3.0,1.0,Wisconsin
2000-06-01,696,331,334,0.0,26.0,4.0,0.0,693,302,362,0.0,23.0,3.0,1.0,Wisconsin
2000-07-01,696,331,334,0.0,26.0,4.0,0.0,693,302,362,0.0,23.0,3.0,1.0,Wisconsin
2000-08-01,696,331,334,0.0,26.0,4.0,0.0,693,302,362,0.0,23.0,3.0,1.0,Wisconsin
2000-09-01,696,331,334,0.0,26.0,4.0,0.0,693,302,362,0.0,23.0,3.0,1.0,Wisconsin
2000-10-01,696,331,334,0.0,26.0,4.0,0.0,693,302,362,0.0,23.0,3.0,1.0,Wisconsin
2000-11-01,696,331,334,0.0,26.0,4.0,0.0,693,302,362,0.0,23.0,3.0,1.0,Wisconsin
2000-12-01,696,331,334,0.0,26.0,4.0,0.0,693,302,362,0.0,23.0,3.0,1.0,Wisconsin
2001-01-01,698,337,329,0.0,26.0,4.0,0.0,661,308,322,0.0,26.0,3.0,0.0,Wisconsin
2001-02-01,698,337,329,0.0,26.0,4.0,0.0,661,308,322,0.0,26.0,3.0,0.0,Wisconsin
2001-03-01,698,337,329,0.0,26.0,4.0,0.0,661,308,322,0.0,26.0,3.0,0.0,Wisconsin
2001-04-01,698,337,329,0.0,26.0,4.0,0.0,661,308,322,0.0,26.0,3.0,0.0,Wisconsin
2001-05-01,698,337,329,0.0,26.0,4.0,0.0,661,308,322,0.0,26.0,3.0,0.0,Wisconsin
2001-06-01,698,337,329,0.0,26.0,4.0,0.0,661,308,322,0.0,26.0,3.0,0.0,Wisconsin
2001-07-01,698,337,329,0.0,26.0,4.0,0.0,661,308,322,0.0,26.0,3.0,0.0,Wisconsin
2001-08-01,698,337,329,0.0,26.0,4.0,0.0,661,308,322,0.0,26.0,3.0,0.0,Wisconsin
2001-09-01,698,337,329,0.0,26.0,4.0,0.0,661,308,322,0.0,26.0,3.0,0.0,Wisconsin
2001-10-01,698,337,329,0.0,26.0,4.0,0.0,661,308,322,0.0,26.0,3.0,0.0,Wisconsin
2001-11-01,698,337,329,0.0,26.0,4.0,0.0,661,308,322,0.0,26.0,3.0,0.0,Wisconsin
2001-12-01,698,337,329,0.0,26.0,4.0,0.0,661,308,322,0.0,26.0,3.0,0.0,Wisconsin
2002-01-01,737,358,347,0.0,26.0,4.0,0.0,697,331,336,0.0,25.0,3.0,0.0,Wisconsin
2002-02-01,737,358,347,0.0,26.0,4.0,0.0,697,331,336,0.0,25.0,3.0,0.0,Wisconsin
2002-03-01,737,358,347,0.0,26.0,4.0,0.0,697,331,336,0.0,25.0,3.0,0.0,Wisconsin
2002-04-01,737,358,347,0.0,26.0,4.0,0.0,697,331,336,0.0,25.0,3.0,0.0,Wisconsin
2002-05-01,737,358,347,0.0,26.0,4.0,0.0,697,331,336,0.0,25.0,3.0,0.0,Wisconsin
2002-06-01,737,358,347,0.0,26.0,4.0,0.0,697,331,336,0.0,25.0,3.0,0.0,Wisconsin
2002-07-01,737,358,347,0.0,26.0,4.0,0.0,697,331,336,0.0,25.0,3.0,0.0,Wisconsin
2002-08-01,737,358,347,0.0,26.0,4.0,0.0,697,331,336,0.0,25.0,3.0,0.0,Wisconsin
2002-09-01,737,358,347,0.0,26.0,4.0,0.0,697,331,336,0.0,25.0,3.0,0.0,Wisconsin
2002-10-01,737,358,347,0.0,26.0,4.0,0.0,697,331,336,0.0,25.0,3.0,0.0,Wisconsin
2002-11-01,737,358,347,0.0,26.0,4.0,0.0,697,331,336,0.0,25.0,3.0,0.0,Wisconsin
2002-12-01,737,358,347,0.0,26.0,4.0,0.0,697,331,336,0.0,25.0,3.0,0.0,Wisconsin
2003-01-01,728,351,344,0.0,24.0,5.0,1.0,708,339,340,0.0,23.0,4.0,0.0,Wisconsin
2003-02-01,728,351,344,0.0,24.0,5.0,1.0,708,339,340,0.0,23.0,4.0,0.0,Wisconsin
2003-03-01,728,351,344,0.0,24.0,5.0,1.0,708,339,340,0.0,23.0,4.0,0.0,Wisconsin
2003-04-01,728,351,344,0.0,24.0,5.0,1.0,708,339,340,0.0,23.0,4.0,0.0,Wisconsin
2003-05-01,728,351,344,0.0,24.0,5.0,1.0,708,339,340,0.0,23.0,4.0,0.0,Wisconsin
2003-06-01,728,351,344,0.0,24.0,5.0,1.0,708,339,340,0.0,23.0,4.0,0.0,Wisconsin
2003-07-01,728,351,344,0.0,24.0,5.0,1.0,708,339,340,0.0,23.0,4.0,0.0,Wisconsin
2003-08-01,728,351,344,0.0,24.0,5.0,1.0,708,339,340,0.0,23.0,4.0,0.0,Wisconsin
2003-09-01,728,351,344,0.0,24.0,5.0,1.0,708,339,340,0.0,23.0,4.0,0.0,Wisconsin
2003-10-01,728,351,344,0.0,24.0,5.0,1.0,708,339,340,0.0,23.0,4.0,0.0,Wisconsin
2003-11-01,728,351,344,0.0,24.0,5.0,1.0,708,339,340,0.0,23.0,4.0,0.0,Wisconsin
2003-12-01,728,351,344,0.0,24.0,5.0,1.0,708,339,340,0.0,23.0,4.0,0.0,Wisconsin
2004-01-01,796,395,364,0.0,29.0,5.0,1.0,784,389,361,0.0,27.0,5.0,1.0,Wisconsin
2004-02-01,796,395,364,0.0,29.0,5.0,1.0,784,389,361,0.0,27.0,5.0,1.0,Wisconsin
2004-03-01,796,395,364,0.0,29.0,5.0,1.0,784,389,361,0.0,27.0,5.0,1.0,Wisconsin
2004-04-01,796,395,364,0.0,29.0,5.0,1.0,784,389,361,0.0,27.0,5.0,1.0,Wisconsin
2004-05-01,796,395,364,0.0,29.0,5.0,1.0,784,389,361,0.0,27.0,5.0,1.0,Wisconsin
2004-06-01,796,395,364,0.0,29.0,5.0,1.0,784,389,361,0.0,27.0,5.0,1.0,Wisconsin
2004-07-01,796,395,364,0.0,29.0,5.0,1.0,784,389,361,0.0,27.0,5.0,1.0,Wisconsin
2004-08-01,796,395,364,0.0,29.0,5.0,1.0,784,389,361,0.0,27.0,5.0,1.0,Wisconsin
2004-09-01,796,395,364,0.0,29.0,5.0,1.0,784,389,361,0.0,27.0,5.0,1.0,Wisconsin
2004-10-01,796,395,364,0.0,29.0,5.0,1.0,784,389,361,0.0,27.0,5.0,1.0,Wisconsin
2004-11-01,796,395,364,0.0,29.0,5.0,1.0,784,389,361,0.0,27.0,5.0,1.0,Wisconsin
2004-12-01,796,395,364,0.0,29.0,5.0,1.0,784,389,361,0.0,27.0,5.0,1.0,Wisconsin
2005-01-01,808,414,356,0.0,31.0,5.0,2.0,833,413,378,0.0,33.0,6.0,2.0,Wisconsin
2005-02-01,808,414,356,0.0,31.0,5.0,2.0,833,413,378,0.0,33.0,6.0,2.0,Wisconsin
2005-03-01,808,414,356,0.0,31.0,5.0,2.0,833,413,378,0.0,33.0,6.0,2.0,Wisconsin
2005-04-01,808,414,356,0.0,31.0,5.0,2.0,833,413,378,0.0,33.0,6.0,2.0,Wisconsin
2005-05-01,808,414,356,0.0,31.0,5.0,2.0,833,413,378,0.0,33.0,6.0,2.0,Wisconsin
2005-06-01,808,414,356,0.0,31.0,5.0,2.0,833,413,378,0.0,33.0,6.0,2.0,Wisconsin
2005-07-01,808,414,356,0.0,31.0,5.0,2.0,833,413,378,0.0,33.0,6.0,2.0,Wisconsin
2005-08-01,808,414,356,0.0,31.0,5.0,2.0,833,413,378,0.0,33.0,6.0,2.0,Wisconsin
2005-09-01,808,414,356,0.0,31.0,5.0,2.0,833,413,378,0.0,33.0,6.0,2.0,Wisconsin
2005-10-01,808,414,356,0.0,31.0,5.0,2.0,833,413,378,0.0,33.0,6.0,2.0,Wisconsin
2005-11-01,808,414,356,0.0,31.0,5.0,2.0,833,413,378,0.0,33.0,6.0,2.0,Wisconsin
2005-12-01,808,414,356,0.0,31.0,5.0,2.0,833,413,378,0.0,33.0,6.0,2.0,Wisconsin
2006-01-01,877,444,388,0.0,38.0,5.0,1.0,824,414,370,0.0,33.0,4.0,1.0,Wisconsin
2006-02-01,877,444,388,0.0,38.0,5.0,1.0,824,414,370,0.0,33.0,4.0,1.0,Wisconsin
2006-03-01,877,444,388,0.0,38.0,5.0,1.0,824,414,370,0.0,33.0,4.0,1.0,Wisconsin
2006-04-01,877,444,388,0.0,38.0,5.0,1.0,824,414,370,0.0,33.0,4.0,1.0,Wisconsin
2006-05-01,877,444,388,0.0,38.0,5.0,1.0,824,414,370,0.0,33.0,4.0,1.0,Wisconsin
2006-06-01,877,444,388,0.0,38.0,5.0,1.0,824,414,370,0.0,33.0,4.0,1.0,Wisconsin
2006-07-01,877,444,388,0.0,38.0,5.0,1.0,824,414,370,0.0,33.0,4.0,1.0,Wisconsin
2006-08-01,877,444,388,0.0,38.0,5.0,1.0,824,414,370,0.0,33.0,4.0,1.0,Wisconsin
2006-09-01,877,444,388,0.0,38.0,5.0,1.0,824,414,370,0.0,33.0,4.0,1.0,Wisconsin
2006-10-01,877,444,388,0.0,38.0,5.0,1.0,824,414,370,0.0,33.0,4.0,1.0,Wisconsin
2006-11-01,877,444,388,0.0,38.0,5.0,1.0,824,414,370,0.0,33.0,4.0,1.0,Wisconsin
2006-12-01,877,444,388,0.0,38.0,5.0,1.0,824,414,370,0.0,33.0,4.0,1.0,Wisconsin
2007-01-01,861,438,379,0.0,35.0,6.0,0.0,842,423,377,0.0,33.0,5.0,1.0,Wisconsin
2007-02-01,861,438,379,0.0,35.0,6.0,0.0,842,423,377,0.0,33.0,5.0,1.0,Wisconsin
2007-03-01,861,438,379,0.0,35.0,6.0,0.0,842,423,377,0.0,33.0,5.0,1.0,Wisconsin
2007-04-01,861,438,379,0.0,35.0,6.0,0.0,842,423,377,0.0,33.0,5.0,1.0,Wisconsin
2007-05-01,861,438,379,0.0,35.0,6.0,0.0,842,423,377,0.0,33.0,5.0,1.0,Wisconsin
2007-06-01,861,438,379,0.0,35.0,6.0,0.0,842,423,377,0.0,33.0,5.0,1.0,Wisconsin
2007-07-01,861,438,379,0.0,35.0,6.0,0.0,842,423,377,0.0,33.0,5.0,1.0,Wisconsin
2007-08-01,861,438,379,0.0,35.0,6.0,0.0,842,423,377,0.0,33.0,5.0,1.0,Wisconsin
2007-09-01,861,438,379,0.0,35.0,6.0,0.0,842,423,377,0.0,33.0,5.0,1.0,Wisconsin
2007-10-01,861,438,379,0.0,35.0,6.0,0.0,842,423,377,0.0,33.0,5.0,1.0,Wisconsin
2007-11-01,861,438,379,0.0,35.0,6.0,0.0,842,423,377,0.0,33.0,5.0,1.0,Wisconsin
2007-12-01,861,438,379,0.0,35.0,6.0,0.0,842,423,377,0.0,33.0,5.0,1.0,Wisconsin
2008-01-01,837,442,350,0.0,36.0,5.0,2.0,873,451,378,0.0,37.0,5.0,1.0,Wisconsin
2008-02-01,837,442,350,0.0,36.0,5.0,2.0,873,451,378,0.0,37.0,5.0,1.0,Wisconsin
2008-03-01,837,442,350,0.0,36.0,5.0,2.0,873,451,378,0.0,37.0,5.0,1.0,Wisconsin
2008-04-01,837,442,350,0.0,36.0,5.0,2.0,873,451,378,0.0,37.0,5.0,1.0,Wisconsin
2008-05-01,837,442,350,0.0,36.0,5.0,2.0,873,451,378,0.0,37.0,5.0,1.0,Wisconsin
2008-06-01,837,442,350,0.0,36.0,5.0,2.0,873,451,378,0.0,37.0,5.0,1.0,Wisconsin
2008-07-01,837,442,350,0.0,36.0,5.0,2.0,873,451,378,0.0,37.0,5.0,1.0,Wisconsin
2008-08-01,837,442,350,0.0,36.0,5.0,2.0,873,451,378,0.0,37.0,5.0,1.0,Wisconsin
2008-09-01,837,442,350,0.0,36.0,5.0,2.0,873,451,378,0.0,37.0,5.0,1.0,Wisconsin
2008-10-01,837,442,350,0.0,36.0,5.0,2.0,873,451,378,0.0,37.0,5.0,1.0,Wisconsin
2008-11-01,837,442,350,0.0,36.0,5.0,2.0,873,451,378,0.0,37.0,5.0,1.0,Wisconsin
2008-12-01,837,442,350,0.0,36.0,5.0,2.0,873,451,378,0.0,37.0,5.0,1.0,Wisconsin
2009-01-01,791,436,313,0.0,36.0,4.0,0.0,833,434,356,0.0,33.0,5.0,2.0,Wisconsin
2009-02-01,791,436,313,0.0,36.0,4.0,0.0,833,434,356,0.0,33.0,5.0,2.0,Wisconsin
2009-03-01,791,436,313,0.0,36.0,4.0,0.0,833,434,356,0.0,33.0,5.0,2.0,Wisconsin
2009-04-01,791,436,313,0.0,36.0,4.0,0.0,833,434,356,0.0,33.0,5.0,2.0,Wisconsin
2009-05-01,791,436,313,0.0,36.0,4.0,0.0,833,434,356,0.0,33.0,5.0,2.0,Wisconsin
2009-06-01,791,436,313,0.0,36.0,4.0,0.0,833,434,356,0.0,33.0,5.0,2.0,Wisconsin
2009-07-01,791,436,313,0.0,36.0,4.0,0.0,833,434,356,0.0,33.0,5.0,2.0,Wisconsin
2009-08-01,791,436,313,0.0,36.0,4.0,0.0,833,434,356,0.0,33.0,5.0,2.0,Wisconsin
2009-09-01,791,436,313,0.0,36.0,4.0,0.0,833,434,356,0.0,33.0,5.0,2.0,Wisconsin
2009-10-01,791,436,313,0.0,36.0,4.0,0.0,833,434,356,0.0,33.0,5.0,2.0,Wisconsin
2009-11-01,791,436,313,0.0,36.0,4.0,0.0,833,434,356,0.0,33.0,5.0,2.0,Wisconsin
2009-12-01,791,436,313,0.0,36.0,4.0,0.0,833,434,356,0.0,33.0,5.0,2.0,Wisconsin
2010-01-01,753,413,298,0.0,35.0,5.0,0.0,807,431,336,0.0,33.0,5.0,1.0,Wisconsin
2010-02-01,753,413,298,0.0,35.0,5.0,0.0,807,431,336,0.0,33.0,5.0,1.0,Wisconsin
2010-03-01,753,413,298,0.0,35.0,5.0,0.0,807,431,336,0.0,33.0,5.0,1.0,Wisconsin
2010-04-01,753,413,298,0.0,35.0,5.0,0.0,807,431,336,0.0,33.0,5.0,1.0,Wisconsin
2010-05-01,753,413,298,0.0,35.0,5.0,0.0,807,431,336,0.0,33.0,5.0,1.0,Wisconsin
2010-06-01,753,413,298,0.0,35.0,5.0,0.0,807,431,336,0.0,33.0,5.0,1.0,Wisconsin
2010-07-01,753,413,298,0.0,35.0,5.0,0.0,807,431,336,0.0,33.0,5.0,1.0,Wisconsin
2010-08-01,753,413,298,0.0,35.0,5.0,0.0,807,431,336,0.0,33.0,5.0,1.0,Wisconsin
2010-09-01,753,413,298,0.0,35.0,5.0,0.0,807,431,336,0.0,33.0,5.0,1.0,Wisconsin
2010-10-01,753,413,298,0.0,35.0,5.0,0.0,807,431,336,0.0,33.0,5.0,1.0,Wisconsin
2010-11-01,753,413,298,0.0,35.0,5.0,0.0,807,431,336,0.0,33.0,5.0,1.0,Wisconsin
2010-12-01,753,413,298,0.0,35.0,5.0,0.0,807,431,336,0.0,33.0,5.0,1.0,Wisconsin
2011-01-01,692,390,264,0.0,31.0,6.0,0.0,735,397,299,0.0,33.0,5.0,0.0,Wisconsin
2011-02-01,692,390,264,0.0,31.0,6.0,0.0,735,397,299,0.0,33.0,5.0,0.0,Wisconsin
2011-03-01,692,390,264,0.0,31.0,6.0,0.0,735,397,299,0.0,33.0,5.0,0.0,Wisconsin
2011-04-01,692,390,264,0.0,31.0,6.0,0.0,735,397,299,0.0,33.0,5.0,0.0,Wisconsin
2011-05-01,692,390,264,0.0,31.0,6.0,0.0,735,397,299,0.0,33.0,5.0,0.0,Wisconsin
2011-06-01,692,390,264,0.0,31.0,6.0,0.0,735,397,299,0.0,33.0,5.0,0.0,Wisconsin
2011-07-01,692,390,264,0.0,31.0,6.0,0.0,735,397,299,0.0,33.0,5.0,0.0,Wisconsin
2011-08-01,692,390,264,0.0,31.0,6.0,0.0,735,397,299,0.0,33.0,5.0,0.0,Wisconsin
2011-09-01,692,390,264,0.0,31.0,6.0,0.0,735,397,299,0.0,33.0,5.0,0.0,Wisconsin
2011-10-01,692,390,264,0.0,31.0,6.0,0.0,735,397,299,0.0,33.0,5.0,0.0,Wisconsin
2011-11-01,692,390,264,0.0,31.0,6.0,0.0,735,397,299,0.0,33.0,5.0,0.0,Wisconsin
2011-12-01,692,390,264,0.0,31.0,6.0,0.0,735,397,299,0.0,33.0,5.0,0.0,Wisconsin
2012-01-01,689,387,260,0.0,34.0,6.0,0.0,710,387,289,0.0,32.0,6.0,0.0,Wisconsin
2012-02-01,689,387,260,0.0,34.0,6.0,0.0,710,387,289,0.0,32.0,6.0,0.0,Wisconsin
2012-03-01,689,387,260,0.0,34.0,6.0,0.0,710,387,289,0.0,32.0,6.0,0.0,Wisconsin
2012-04-01,689,387,260,0.0,34.0,6.0,0.0,710,387,289,0.0,32.0,6.0,0.0,Wisconsin
2012-05-01,689,387,260,0.0,34.0,6.0,0.0,710,387,289,0.0,32.0,6.0,0.0,Wisconsin
2012-06-01,689,387,260,0.0,34.0,6.0,0.0,710,387,289,0.0,32.0,6.0,0.0,Wisconsin
2012-07-01,689,387,260,0.0,34.0,6.0,0.0,710,387,289,0.0,32.0,6.0,0.0,Wisconsin
2012-08-01,689,387,260,0.0,34.0,6.0,0.0,710,387,289,0.0,32.0,6.0,0.0,Wisconsin
2012-09-01,689,387,260,0.0,34.0,6.0,0.0,710,387,289,0.0,32.0,6.0,0.0,Wisconsin
2012-10-01,689,387,260,0.0,34.0,6.0,0.0,710,387,289,0.0,32.0,6.0,0.0,Wisconsin
2012-11-01,689,387,260,0.0,34.0,6.0,0.0,710,387,289,0.0,32.0,6.0,0.0,Wisconsin
2012-12-01,689,387,260,0.0,34.0,6.0,0.0,710,387,289,0.0,32.0,6.0,0.0,Wisconsin
2013-01-01,721,417,267,0.0,29.0,6.0,0.0,735,410,287,0.0,31.0,6.0,0.0,Wisconsin
2013-02-01,721,417,267,0.0,29.0,6.0,0.0,735,410,287,0.0,31.0,6.0,0.0,Wisconsin
2013-03-01,721,417,267,0.0,29.0,6.0,0.0,735,410,287,0.0,31.0,6.0,0.0,Wisconsin
2013-04-01,721,417,267,0.0,29.0,6.0,0.0,735,410,287,0.0,31.0,6.0,0.0,Wisconsin
2013-05-01,721,417,267,0.0,29.0,6.0,0.0,735,410,287,0.0,31.0,6.0,0.0,Wisconsin
2013-06-01,721,417,267,0.0,29.0,6.0,0.0,735,410,287,0.0,31.0,6.0,0.0,Wisconsin
2013-07-01,721,417,267,0.0,29.0,6.0,0.0,735,410,287,0.0,31.0,6.0,0.0,Wisconsin
2013-08-01,721,417,267,0.0,29.0,6.0,0.0,735,410,287,0.0,31.0,6.0,0.0,Wisconsin
2013-09-01,721,417,267,0.0,29.0,6.0,0.0,735,410,287,0.0,31.0,6.0,0.0,Wisconsin
2013-10-01,721,417,267,0.0,29.0,6.0,0.0,735,410,287,0.0,31.0,6.0,0.0,Wisconsin
2013-11-01,721,417,267,0.0,29.0,6.0,0.0,735,410,287,0.0,31.0,6.0,0.0,Wisconsin
2013-12-01,721,417,267,0.0,29.0,6.0,0.0,735,410,287,0.0,31.0,6.0,0.0,Wisconsin
2014-01-01,734,421,270,0.0,35.0,7.0,0.0,726,416,269,0.0,34.0,6.0,0.0,Wisconsin
2014-02-01,734,421,270,0.0,35.0,7.0,0.0,726,416,269,0.0,34.0,6.0,0.0,Wisconsin
2014-03-01,734,421,270,0.0,35.0,7.0,0.0,726,416,269,0.0,34.0,6.0,0.0,Wisconsin
2014-04-01,734,421,270,0.0,35.0,7.0,0.0,726,416,269,0.0,34.0,6.0,0.0,Wisconsin
2014-05-01,734,421,270,0.0,35.0,7.0,0.0,726,416,269,0.0,34.0,6.0,0.0,Wisconsin
2014-06-01,734,421,270,0.0,35.0,7.0,0.0,726,416,269,0.0,34.0,6.0,0.0,Wisconsin
2014-07-01,734,421,270,0.0,35.0,7.0,0.0,726,416,269,0.0,34.0,6.0,0.0,Wisconsin
2014-08-01,734,421,270,0.0,35.0,7.0,0.0,726,416,269,0.0,34.0,6.0,0.0,Wisconsin
2014-09-01,734,421,270,0.0,35.0,7.0,0.0,726,416,269,0.0,34.0,6.0,0.0,Wisconsin
2014-10-01,734,421,270,0.0,35.0,7.0,0.0,726,416,269,0.0,34.0,6.0,0.0,Wisconsin
2014-11-01,734,421,270,0.0,35.0,7.0,0.0,726,416,269,0.0,34.0,6.0,0.0,Wisconsin
2014-12-01,734,421,270,0.0,35.0,7.0,0.0,726,416,269,0.0,34.0,6.0,0.0,Wisconsin
2015-01-01,740,424,271,0.0,37.0,6.0,0.0,716,413,262,0.0,33.0,6.0,0.0,Wisconsin
2015-02-01,740,424,271,0.0,37.0,6.0,0.0,716,413,262,0.0,33.0,6.0,0.0,Wisconsin
2015-03-01,740,424,271,0.0,37.0,6.0,0.0,716,413,262,0.0,33.0,6.0,0.0,Wisconsin
2015-04-01,740,424,271,0.0,37.0,6.0,0.0,716,413,262,0.0,33.0,6.0,0.0,Wisconsin
2015-05-01,740,424,271,0.0,37.0,6.0,0.0,716,413,262,0.0,33.0,6.0,0.0,Wisconsin
2015-06-01,740,424,271,0.0,37.0,6.0,0.0,716,413,262,0.0,33.0,6.0,0.0,Wisconsin
2015-07-01,740,424,271,0.0,37.0,6.0,0.0,716,413,262,0.0,33.0,6.0,0.0,Wisconsin
2015-08-01,740,424,271,0.0,37.0,6.0,0.0,716,413,262,0.0,33.0,6.0,0.0,Wisconsin
2015-09-01,740,424,271,0.0,37.0,6.0,0.0,716,413,262,0.0,33.0,6.0,0.0,Wisconsin
2015-10-01,740,424,271,0.0,37.0,6.0,0.0,716,413,262,0.0,33.0,6.0,0.0,Wisconsin
2015-11-01,740,424,271,0.0,37.0,6.0,0.0,716,413,262,0.0,33.0,6.0,0.0,Wisconsin
2015-12-01,740,424,271,0.0,37.0,6.0,0.0,716,413,262,0.0,33.0,6.0,0.0,Wisconsin
2016-01-01,775,435,287,0.0,43.0,9.0,0.0,745,431,267,0.0,38.0,7.0,0.0,Wisconsin
2016-02-01,775,435,287,0.0,43.0,9.0,0.0,745,431,267,0.0,38.0,7.0,0.0,Wisconsin
2016-03-01,775,435,287,0.0,43.0,9.0,0.0,745,431,267,0.0,38.0,7.0,0.0,Wisconsin
2016-04-01,775,435,287,0.0,43.0,9.0,0.0,745,431,267,0.0,38.0,7.0,0.0,Wisconsin
2016-05-01,775,435,287,0.0,43.0,9.0,0.0,745,431,267,0.0,38.0,7.0,0.0,Wisconsin
2016-06-01,775,435,287,0.0,43.0,9.0,0.0,745,431,267,0.0,38.0,7.0,0.0,Wisconsin
2016-07-01,775,435,287,0.0,43.0,9.0,0.0,745,431,267,0.0,38.0,7.0,0.0,Wisconsin
2016-08-01,775,435,287,0.0,43.0,9.0,0.0,745,431,267,0.0,38.0,7.0,0.0,Wisconsin
2016-09-01,775,435,287,0.0,43.0,9.0,0.0,745,431,267,0.0,38.0,7.0,0.0,Wisconsin
2016-10-01,775,435,287,0.0,43.0,9.0,0.0,745,431,267,0.0,38.0,7.0,0.0,Wisconsin
2016-11-01,775,435,287,0.0,43.0,9.0,0.0,745,431,267,0.0,38.0,7.0,0.0,Wisconsin
2016-12-01,775,435,287,0.0,43.0,9.0,0.0,745,431,267,0.0,38.0,7.0,0.0,Wisconsin
2017-01-01,787,445,288,0.0,44.0,9.0,0.0,748,428,273,0.0,38.0,8.0,0.0,Wisconsin
2017-02-01,787,445,288,0.0,44.0,9.0,0.0,748,428,273,0.0,38.0,8.0,0.0,Wisconsin
2017-03-01,787,445,288,0.0,44.0,9.0,0.0,748,428,273,0.0,38.0,8.0,0.0,Wisconsin
2017-04-01,787,445,288,0.0,44.0,9.0,0.0,748,428,273,0.0,38.0,8.0,0.0,Wisconsin
2017-05-01,787,445,288,0.0,44.0,9.0,0.0,748,428,273,0.0,38.0,8.0,0.0,Wisconsin
2017-06-01,787,445,288,0.0,44.0,9.0,0.0,748,428,273,0.0,38.0,8.0,0.0,Wisconsin
2017-07-01,787,445,288,0.0,44.0,9.0,0.0,748,428,273,0.0,38.0,8.0,0.0,Wisconsin
2017-08-01,787,445,288,0.0,44.0,9.0,0.0,748,428,273,0.0,38.0,8.0,0.0,Wisconsin
2017-09-01,787,445,288,0.0,44.0,9.0,0.0,748,428,273,0.0,38.0,8.0,0.0,Wisconsin
2017-10-01,787,445,288,0.0,44.0,9.0,0.0,748,428,273,0.0,38.0,8.0,0.0,Wisconsin
2017-11-01,787,445,288,0.0,44.0,9.0,0.0,748,428,273,0.0,38.0,8.0,0.0,Wisconsin
2017-12-01,787,445,288,0.0,44.0,9.0,0.0,748,428,273,0.0,38.0,8.0,0.0,Wisconsin
2018-01-01,779,437,287,0.0,44.0,9.0,0.0,772,446,271,0.0,45.0,9.0,0.0,Wisconsin
2018-02-01,779,437,287,0.0,44.0,9.0,0.0,772,446,271,0.0,45.0,9.0,0.0,Wisconsin
2018-03-01,779,437,287,0.0,44.0,9.0,0.0,772,446,271,0.0,45.0,9.0,0.0,Wisconsin
2018-04-01,779,437,287,0.0,44.0,9.0,0.0,772,446,271,0.0,45.0,9.0,0.0,Wisconsin
2018-05-01,779,437,287,0.0,44.0,9.0,0.0,772,446,271,0.0,45.0,9.0,0.0,Wisconsin
